=== player 1: 1 | player 2: 0 | Draws: 0 ===
=== player 1: 2724 | player 2: 172 | Draws: 0 ===
=== player 1: 2725 | player 2: 172 | Draws: 0 ===
=== player 1: 2726 | player 2: 172 | Draws: 0 ===
=== player 1: 2727 | player 2: 172 | Draws: 0 ===
=== player 1: 2728 | player 2: 172 | Draws: 0 ===
=== player 1: 2729 | player 2: 172 | Draws: 0 ===
=== player 1: 2730 | player 2: 172 | Draws: 0 ===
=== player 1: 2731 | player 2: 172 | Draws: 0 ===
=== player 1: 2732 | player 2: 172 | Draws: 0 ===
=== player 1: 2733 | player 2: 172 | Draws: 0 ===
=== player 1: 2734 | player 2: 172 | Draws: 0 ===
=== player 1: 2735 | player 2: 172 | Draws: 0 ===
=== player 1: 2736 | player 2: 172 | Draws: 0 ===
=== player 1: 2737 | player 2: 172 | Draws: 0 ===
=== player 1: 2738 | player 2: 172 | Draws: 0 ===
=== player 1: 2739 | player 2: 172 | Draws: 0 ===
=== player 1: 2740 | player 2: 172 | Draws: 0 ===
=== player 1: 2741 | player 2: 172 | Draws: 0 ===
=== player 1: 2742 | player 2: 172 | Draws: 0 ===
=== player 1: 2743 | player 2: 172 | Draws: 0 ===
=== player 1: 2744 | player 2: 172 | Draws: 0 ===
=== player 1: 2745 | player 2: 172 | Draws: 0 ===
=== player 1: 2746 | player 2: 172 | Draws: 0 ===
=== player 1: 2747 | player 2: 172 | Draws: 0 ===
=== player 1: 2748 | player 2: 172 | Draws: 0 ===
=== player 1: 2749 | player 2: 172 | Draws: 0 ===
=== player 1: 2750 | player 2: 172 | Draws: 0 ===
=== player 1: 2751 | player 2: 172 | Draws: 0 ===
=== player 1: 2752 | player 2: 172 | Draws: 0 ===
=== player 1: 2753 | player 2: 172 | Draws: 0 ===
=== player 1: 2754 | player 2: 172 | Draws: 0 ===
=== player 1: 2755 | player 2: 172 | Draws: 0 ===
=== player 1: 2756 | player 2: 172 | Draws: 0 ===
=== player 1: 2757 | player 2: 172 | Draws: 0 ===
=== player 1: 2758 | player 2: 172 | Draws: 0 ===
=== player 1: 2759 | player 2: 172 | Draws: 0 ===
=== player 1: 2760 | player 2: 172 | Draws: 0 ===
=== player 1: 2761 | player 2: 172 | Draws: 0 ===
=== player 1: 2762 | player 2: 172 | Draws: 0 ===
=== player 1: 2763 | player 2: 172 | Draws: 0 ===
=== player 1: 2764 | player 2: 172 | Draws: 0 ===
=== player 1: 2765 | player 2: 172 | Draws: 0 ===
=== player 1: 2766 | player 2: 172 | Draws: 0 ===
=== player 1: 2767 | player 2: 172 | Draws: 0 ===
=== player 1: 2768 | player 2: 172 | Draws: 0 ===
=== player 1: 2769 | player 2: 172 | Draws: 0 ===
=== player 1: 2770 | player 2: 172 | Draws: 0 ===
=== player 1: 2771 | player 2: 172 | Draws: 0 ===
=== player 1: 2772 | player 2: 172 | Draws: 0 ===
=== player 1: 2773 | player 2: 172 | Draws: 0 ===
=== player 1: 2774 | player 2: 172 | Draws: 0 ===
=== player 1: 2775 | player 2: 172 | Draws: 0 ===
=== player 1: 2776 | player 2: 172 | Draws: 0 ===
=== player 1: 2777 | player 2: 172 | Draws: 0 ===
=== player 1: 2778 | player 2: 172 | Draws: 0 ===
=== player 1: 2779 | player 2: 172 | Draws: 0 ===
=== player 1: 2780 | player 2: 172 | Draws: 0 ===
=== player 1: 2781 | player 2: 172 | Draws: 0 ===
=== player 1: 2782 | player 2: 172 | Draws: 0 ===
=== player 1: 2783 | player 2: 172 | Draws: 0 ===
=== player 1: 2784 | player 2: 172 | Draws: 0 ===
=== player 1: 2784 | player 2: 173 | Draws: 0 ===
=== player 1: 2785 | player 2: 173 | Draws: 0 ===
=== player 1: 2786 | player 2: 173 | Draws: 0 ===
=== player 1: 2787 | player 2: 173 | Draws: 0 ===
=== player 1: 2788 | player 2: 173 | Draws: 0 ===
=== player 1: 2789 | player 2: 173 | Draws: 0 ===
=== player 1: 2790 | player 2: 173 | Draws: 0 ===
=== player 1: 2791 | player 2: 173 | Draws: 0 ===
=== player 1: 2792 | player 2: 173 | Draws: 0 ===
=== player 1: 2793 | player 2: 173 | Draws: 0 ===
=== player 1: 2794 | player 2: 173 | Draws: 0 ===
=== player 1: 2795 | player 2: 173 | Draws: 0 ===
=== player 1: 2796 | player 2: 173 | Draws: 0 ===
=== player 1: 2797 | player 2: 173 | Draws: 0 ===
=== player 1: 2798 | player 2: 173 | Draws: 0 ===
=== player 1: 2799 | player 2: 173 | Draws: 0 ===
=== player 1: 2800 | player 2: 173 | Draws: 0 ===
=== player 1: 2801 | player 2: 173 | Draws: 0 ===
=== player 1: 2802 | player 2: 173 | Draws: 0 ===
=== player 1: 2803 | player 2: 173 | Draws: 0 ===
=== player 1: 2804 | player 2: 173 | Draws: 0 ===
=== player 1: 2805 | player 2: 173 | Draws: 0 ===
=== player 1: 2806 | player 2: 173 | Draws: 0 ===
=== player 1: 2807 | player 2: 173 | Draws: 0 ===
=== player 1: 2808 | player 2: 173 | Draws: 0 ===
=== player 1: 2809 | player 2: 173 | Draws: 0 ===
=== player 1: 2810 | player 2: 173 | Draws: 0 ===
=== player 1: 2811 | player 2: 173 | Draws: 0 ===
=== player 1: 2812 | player 2: 173 | Draws: 0 ===
=== player 1: 2813 | player 2: 173 | Draws: 0 ===
=== player 1: 2814 | player 2: 173 | Draws: 0 ===
=== player 1: 2815 | player 2: 173 | Draws: 0 ===
=== player 1: 2816 | player 2: 173 | Draws: 0 ===
=== player 1: 2816 | player 2: 174 | Draws: 0 ===
=== player 1: 2817 | player 2: 174 | Draws: 0 ===
=== player 1: 2818 | player 2: 174 | Draws: 0 ===
=== player 1: 2819 | player 2: 174 | Draws: 0 ===
=== player 1: 2820 | player 2: 174 | Draws: 0 ===
=== player 1: 2821 | player 2: 174 | Draws: 0 ===
=== player 1: 2821 | player 2: 175 | Draws: 0 ===
=== player 1: 2822 | player 2: 175 | Draws: 0 ===
=== player 1: 2823 | player 2: 175 | Draws: 0 ===
=== player 1: 2824 | player 2: 175 | Draws: 0 ===
=== player 1: 2825 | player 2: 175 | Draws: 0 ===
=== player 1: 2826 | player 2: 175 | Draws: 0 ===
=== player 1: 2827 | player 2: 175 | Draws: 0 ===
=== player 1: 2828 | player 2: 175 | Draws: 0 ===
=== player 1: 2829 | player 2: 175 | Draws: 0 ===
=== player 1: 2830 | player 2: 175 | Draws: 0 ===
=== player 1: 2831 | player 2: 175 | Draws: 0 ===
=== player 1: 2832 | player 2: 175 | Draws: 0 ===
=== player 1: 2833 | player 2: 175 | Draws: 0 ===
=== player 1: 2834 | player 2: 175 | Draws: 0 ===
=== player 1: 2835 | player 2: 175 | Draws: 0 ===
=== player 1: 2836 | player 2: 175 | Draws: 0 ===
=== player 1: 2837 | player 2: 175 | Draws: 0 ===
=== player 1: 2838 | player 2: 175 | Draws: 0 ===
=== player 1: 2838 | player 2: 176 | Draws: 0 ===
=== player 1: 2839 | player 2: 176 | Draws: 0 ===
=== player 1: 2840 | player 2: 176 | Draws: 0 ===
=== player 1: 2841 | player 2: 176 | Draws: 0 ===
=== player 1: 2842 | player 2: 176 | Draws: 0 ===
=== player 1: 2843 | player 2: 176 | Draws: 0 ===
=== player 1: 2844 | player 2: 176 | Draws: 0 ===
=== player 1: 2845 | player 2: 176 | Draws: 0 ===
=== player 1: 2846 | player 2: 176 | Draws: 0 ===
=== player 1: 2847 | player 2: 176 | Draws: 0 ===
=== player 1: 2848 | player 2: 176 | Draws: 0 ===
=== player 1: 2849 | player 2: 176 | Draws: 0 ===
=== player 1: 2850 | player 2: 176 | Draws: 0 ===
=== player 1: 2851 | player 2: 176 | Draws: 0 ===
=== player 1: 2852 | player 2: 176 | Draws: 0 ===
=== player 1: 2853 | player 2: 176 | Draws: 0 ===
=== player 1: 2854 | player 2: 176 | Draws: 0 ===
=== player 1: 2855 | player 2: 176 | Draws: 0 ===
=== player 1: 2856 | player 2: 176 | Draws: 0 ===
=== player 1: 2857 | player 2: 176 | Draws: 0 ===
=== player 1: 2858 | player 2: 176 | Draws: 0 ===
=== player 1: 2859 | player 2: 176 | Draws: 0 ===
=== player 1: 2860 | player 2: 176 | Draws: 0 ===
=== player 1: 2861 | player 2: 176 | Draws: 0 ===
=== player 1: 2862 | player 2: 176 | Draws: 0 ===
=== player 1: 2863 | player 2: 176 | Draws: 0 ===
=== player 1: 2864 | player 2: 176 | Draws: 0 ===
=== player 1: 2865 | player 2: 176 | Draws: 0 ===
=== player 1: 2865 | player 2: 177 | Draws: 0 ===
=== player 1: 2866 | player 2: 177 | Draws: 0 ===
=== player 1: 2867 | player 2: 177 | Draws: 0 ===
=== player 1: 2868 | player 2: 177 | Draws: 0 ===
=== player 1: 2869 | player 2: 177 | Draws: 0 ===
=== player 1: 2870 | player 2: 177 | Draws: 0 ===
=== player 1: 2871 | player 2: 177 | Draws: 0 ===
=== player 1: 2872 | player 2: 177 | Draws: 0 ===
=== player 1: 2873 | player 2: 177 | Draws: 0 ===
=== player 1: 2874 | player 2: 177 | Draws: 0 ===
=== player 1: 2875 | player 2: 177 | Draws: 0 ===
=== player 1: 2876 | player 2: 177 | Draws: 0 ===
=== player 1: 2877 | player 2: 177 | Draws: 0 ===
=== player 1: 2878 | player 2: 177 | Draws: 0 ===
=== player 1: 2879 | player 2: 177 | Draws: 0 ===
=== player 1: 2880 | player 2: 177 | Draws: 0 ===
=== player 1: 2881 | player 2: 177 | Draws: 0 ===
=== player 1: 2882 | player 2: 177 | Draws: 0 ===
=== player 1: 2883 | player 2: 177 | Draws: 0 ===
=== player 1: 2884 | player 2: 177 | Draws: 0 ===
=== player 1: 2885 | player 2: 177 | Draws: 0 ===
=== player 1: 2886 | player 2: 177 | Draws: 0 ===
=== player 1: 2887 | player 2: 177 | Draws: 0 ===
=== player 1: 2888 | player 2: 177 | Draws: 0 ===
=== player 1: 2888 | player 2: 178 | Draws: 0 ===
=== player 1: 2889 | player 2: 178 | Draws: 0 ===
=== player 1: 2890 | player 2: 178 | Draws: 0 ===
=== player 1: 2891 | player 2: 178 | Draws: 0 ===
=== player 1: 2892 | player 2: 178 | Draws: 0 ===
=== player 1: 2893 | player 2: 178 | Draws: 0 ===
=== player 1: 2894 | player 2: 178 | Draws: 0 ===
=== player 1: 2895 | player 2: 178 | Draws: 0 ===
=== player 1: 2896 | player 2: 178 | Draws: 0 ===
=== player 1: 2897 | player 2: 178 | Draws: 0 ===
=== player 1: 2898 | player 2: 178 | Draws: 0 ===
=== player 1: 2899 | player 2: 178 | Draws: 0 ===
=== player 1: 2900 | player 2: 178 | Draws: 0 ===
=== player 1: 2900 | player 2: 179 | Draws: 0 ===
=== player 1: 2901 | player 2: 179 | Draws: 0 ===
=== player 1: 2902 | player 2: 179 | Draws: 0 ===
=== player 1: 2902 | player 2: 180 | Draws: 0 ===
=== player 1: 2903 | player 2: 180 | Draws: 0 ===
=== player 1: 2904 | player 2: 180 | Draws: 0 ===
=== player 1: 2905 | player 2: 180 | Draws: 0 ===
=== player 1: 2906 | player 2: 180 | Draws: 0 ===
=== player 1: 2907 | player 2: 180 | Draws: 0 ===
=== player 1: 2908 | player 2: 180 | Draws: 0 ===
=== player 1: 2909 | player 2: 180 | Draws: 0 ===
=== player 1: 2909 | player 2: 181 | Draws: 0 ===
=== player 1: 2910 | player 2: 181 | Draws: 0 ===
=== player 1: 2911 | player 2: 181 | Draws: 0 ===
=== player 1: 2912 | player 2: 181 | Draws: 0 ===
=== player 1: 2913 | player 2: 181 | Draws: 0 ===
=== player 1: 2914 | player 2: 181 | Draws: 0 ===
=== player 1: 2915 | player 2: 181 | Draws: 0 ===
=== player 1: 2916 | player 2: 181 | Draws: 0 ===
=== player 1: 2917 | player 2: 181 | Draws: 0 ===
=== player 1: 2918 | player 2: 181 | Draws: 0 ===
=== player 1: 2919 | player 2: 181 | Draws: 0 ===
=== player 1: 2920 | player 2: 181 | Draws: 0 ===
=== player 1: 2921 | player 2: 181 | Draws: 0 ===
=== player 1: 2922 | player 2: 181 | Draws: 0 ===
=== player 1: 2923 | player 2: 181 | Draws: 0 ===
=== player 1: 2924 | player 2: 181 | Draws: 0 ===
=== player 1: 2924 | player 2: 182 | Draws: 0 ===
=== player 1: 2925 | player 2: 182 | Draws: 0 ===
=== player 1: 2926 | player 2: 182 | Draws: 0 ===
=== player 1: 2927 | player 2: 182 | Draws: 0 ===
=== player 1: 2928 | player 2: 182 | Draws: 0 ===
=== player 1: 2929 | player 2: 182 | Draws: 0 ===
=== player 1: 2930 | player 2: 182 | Draws: 0 ===
=== player 1: 2931 | player 2: 182 | Draws: 0 ===
=== player 1: 2932 | player 2: 182 | Draws: 0 ===
=== player 1: 2933 | player 2: 182 | Draws: 0 ===
=== player 1: 2933 | player 2: 183 | Draws: 0 ===
=== player 1: 2934 | player 2: 183 | Draws: 0 ===
=== player 1: 2935 | player 2: 183 | Draws: 0 ===
=== player 1: 2936 | player 2: 183 | Draws: 0 ===
=== player 1: 2937 | player 2: 183 | Draws: 0 ===
=== player 1: 2938 | player 2: 183 | Draws: 0 ===
=== player 1: 2939 | player 2: 183 | Draws: 0 ===
=== player 1: 2940 | player 2: 183 | Draws: 0 ===
=== player 1: 2941 | player 2: 183 | Draws: 0 ===
=== player 1: 2942 | player 2: 183 | Draws: 0 ===
=== player 1: 2943 | player 2: 183 | Draws: 0 ===
=== player 1: 2944 | player 2: 183 | Draws: 0 ===
=== player 1: 2945 | player 2: 183 | Draws: 0 ===
=== player 1: 2946 | player 2: 183 | Draws: 0 ===
=== player 1: 2947 | player 2: 183 | Draws: 0 ===
=== player 1: 2948 | player 2: 183 | Draws: 0 ===
=== player 1: 2948 | player 2: 184 | Draws: 0 ===
=== player 1: 2949 | player 2: 184 | Draws: 0 ===
=== player 1: 2950 | player 2: 184 | Draws: 0 ===
=== player 1: 2951 | player 2: 184 | Draws: 0 ===
=== player 1: 2952 | player 2: 184 | Draws: 0 ===
=== player 1: 2953 | player 2: 184 | Draws: 0 ===
=== player 1: 2954 | player 2: 184 | Draws: 0 ===
=== player 1: 2955 | player 2: 184 | Draws: 0 ===
=== player 1: 2956 | player 2: 184 | Draws: 0 ===
=== player 1: 2957 | player 2: 184 | Draws: 0 ===
=== player 1: 2958 | player 2: 184 | Draws: 0 ===
=== player 1: 2959 | player 2: 184 | Draws: 0 ===
=== player 1: 2960 | player 2: 184 | Draws: 0 ===
=== player 1: 2961 | player 2: 184 | Draws: 0 ===
=== player 1: 2962 | player 2: 184 | Draws: 0 ===
=== player 1: 2963 | player 2: 184 | Draws: 0 ===
=== player 1: 2964 | player 2: 184 | Draws: 0 ===
=== player 1: 2965 | player 2: 184 | Draws: 0 ===
=== player 1: 2966 | player 2: 184 | Draws: 0 ===
=== player 1: 2967 | player 2: 184 | Draws: 0 ===
=== player 1: 2968 | player 2: 184 | Draws: 0 ===
=== player 1: 2969 | player 2: 184 | Draws: 0 ===
=== player 1: 2970 | player 2: 184 | Draws: 0 ===
=== player 1: 2971 | player 2: 184 | Draws: 0 ===
=== player 1: 2972 | player 2: 184 | Draws: 0 ===
=== player 1: 2973 | player 2: 184 | Draws: 0 ===
=== player 1: 2974 | player 2: 184 | Draws: 0 ===
=== player 1: 2975 | player 2: 184 | Draws: 0 ===
=== player 1: 2976 | player 2: 184 | Draws: 0 ===
=== player 1: 2977 | player 2: 184 | Draws: 0 ===
=== player 1: 2978 | player 2: 184 | Draws: 0 ===
=== player 1: 2979 | player 2: 184 | Draws: 0 ===
=== player 1: 2980 | player 2: 184 | Draws: 0 ===
=== player 1: 2981 | player 2: 184 | Draws: 0 ===
=== player 1: 2982 | player 2: 184 | Draws: 0 ===
=== player 1: 2983 | player 2: 184 | Draws: 0 ===
=== player 1: 2984 | player 2: 184 | Draws: 0 ===
=== player 1: 2985 | player 2: 184 | Draws: 0 ===
=== player 1: 2986 | player 2: 184 | Draws: 0 ===
=== player 1: 2987 | player 2: 184 | Draws: 0 ===
=== player 1: 2988 | player 2: 184 | Draws: 0 ===
=== player 1: 2989 | player 2: 184 | Draws: 0 ===
=== player 1: 2990 | player 2: 184 | Draws: 0 ===
=== player 1: 2991 | player 2: 184 | Draws: 0 ===
=== player 1: 2992 | player 2: 184 | Draws: 0 ===
=== player 1: 2993 | player 2: 184 | Draws: 0 ===
=== player 1: 2994 | player 2: 184 | Draws: 0 ===
=== player 1: 2995 | player 2: 184 | Draws: 0 ===
=== player 1: 2996 | player 2: 184 | Draws: 0 ===
=== player 1: 2997 | player 2: 184 | Draws: 0 ===
=== player 1: 2998 | player 2: 184 | Draws: 0 ===
=== player 1: 2999 | player 2: 184 | Draws: 0 ===
=== player 1: 3000 | player 2: 184 | Draws: 0 ===
=== player 1: 3001 | player 2: 184 | Draws: 0 ===
=== player 1: 3002 | player 2: 184 | Draws: 0 ===
=== player 1: 3003 | player 2: 184 | Draws: 0 ===
=== player 1: 3004 | player 2: 184 | Draws: 0 ===
=== player 1: 3005 | player 2: 184 | Draws: 0 ===
=== player 1: 3006 | player 2: 184 | Draws: 0 ===
=== player 1: 3007 | player 2: 184 | Draws: 0 ===
=== player 1: 3008 | player 2: 184 | Draws: 0 ===
=== player 1: 3009 | player 2: 184 | Draws: 0 ===
=== player 1: 3010 | player 2: 184 | Draws: 0 ===
=== player 1: 3011 | player 2: 184 | Draws: 0 ===
=== player 1: 3012 | player 2: 184 | Draws: 0 ===
=== player 1: 3013 | player 2: 184 | Draws: 0 ===
=== player 1: 3013 | player 2: 185 | Draws: 0 ===
=== player 1: 3014 | player 2: 185 | Draws: 0 ===
=== player 1: 3015 | player 2: 185 | Draws: 0 ===
=== player 1: 3016 | player 2: 185 | Draws: 0 ===
=== player 1: 3017 | player 2: 185 | Draws: 0 ===
=== player 1: 3018 | player 2: 185 | Draws: 0 ===
=== player 1: 3019 | player 2: 185 | Draws: 0 ===
=== player 1: 3020 | player 2: 185 | Draws: 0 ===
=== player 1: 3021 | player 2: 185 | Draws: 0 ===
=== player 1: 3022 | player 2: 185 | Draws: 0 ===
=== player 1: 3023 | player 2: 185 | Draws: 0 ===
=== player 1: 3023 | player 2: 186 | Draws: 0 ===
=== player 1: 3024 | player 2: 186 | Draws: 0 ===
=== player 1: 3025 | player 2: 186 | Draws: 0 ===
=== player 1: 3026 | player 2: 186 | Draws: 0 ===
=== player 1: 3027 | player 2: 186 | Draws: 0 ===
=== player 1: 3028 | player 2: 186 | Draws: 0 ===
=== player 1: 3029 | player 2: 186 | Draws: 0 ===
=== player 1: 3030 | player 2: 186 | Draws: 0 ===
=== player 1: 3031 | player 2: 186 | Draws: 0 ===
=== player 1: 3032 | player 2: 186 | Draws: 0 ===
=== player 1: 3033 | player 2: 186 | Draws: 0 ===
=== player 1: 3033 | player 2: 187 | Draws: 0 ===
=== player 1: 3034 | player 2: 187 | Draws: 0 ===
=== player 1: 3035 | player 2: 187 | Draws: 0 ===
=== player 1: 3036 | player 2: 187 | Draws: 0 ===
=== player 1: 3037 | player 2: 187 | Draws: 0 ===
=== player 1: 3038 | player 2: 187 | Draws: 0 ===
=== player 1: 3039 | player 2: 187 | Draws: 0 ===
=== player 1: 3040 | player 2: 187 | Draws: 0 ===
=== player 1: 3041 | player 2: 187 | Draws: 0 ===
=== player 1: 3042 | player 2: 187 | Draws: 0 ===
=== player 1: 3043 | player 2: 187 | Draws: 0 ===
=== player 1: 3044 | player 2: 187 | Draws: 0 ===
=== player 1: 3045 | player 2: 187 | Draws: 0 ===
=== player 1: 3046 | player 2: 187 | Draws: 0 ===
=== player 1: 3047 | player 2: 187 | Draws: 0 ===
=== player 1: 3048 | player 2: 187 | Draws: 0 ===
=== player 1: 3049 | player 2: 187 | Draws: 0 ===
=== player 1: 3050 | player 2: 187 | Draws: 0 ===
=== player 1: 3051 | player 2: 187 | Draws: 0 ===
=== player 1: 3052 | player 2: 187 | Draws: 0 ===
=== player 1: 3053 | player 2: 187 | Draws: 0 ===
=== player 1: 3054 | player 2: 187 | Draws: 0 ===
=== player 1: 3055 | player 2: 187 | Draws: 0 ===
=== player 1: 3056 | player 2: 187 | Draws: 0 ===
=== player 1: 3057 | player 2: 187 | Draws: 0 ===
=== player 1: 3058 | player 2: 187 | Draws: 0 ===
=== player 1: 3059 | player 2: 187 | Draws: 0 ===
=== player 1: 3059 | player 2: 188 | Draws: 0 ===
=== player 1: 3060 | player 2: 188 | Draws: 0 ===
=== player 1: 3061 | player 2: 188 | Draws: 0 ===
=== player 1: 3062 | player 2: 188 | Draws: 0 ===
=== player 1: 3063 | player 2: 188 | Draws: 0 ===
=== player 1: 3064 | player 2: 188 | Draws: 0 ===
=== player 1: 3065 | player 2: 188 | Draws: 0 ===
=== player 1: 3066 | player 2: 188 | Draws: 0 ===
=== player 1: 3067 | player 2: 188 | Draws: 0 ===
=== player 1: 3068 | player 2: 188 | Draws: 0 ===
=== player 1: 3069 | player 2: 188 | Draws: 0 ===
=== player 1: 3069 | player 2: 189 | Draws: 0 ===
=== player 1: 3070 | player 2: 189 | Draws: 0 ===
=== player 1: 3071 | player 2: 189 | Draws: 0 ===
=== player 1: 3072 | player 2: 189 | Draws: 0 ===
=== player 1: 3073 | player 2: 189 | Draws: 0 ===
=== player 1: 3074 | player 2: 189 | Draws: 0 ===
=== player 1: 3075 | player 2: 189 | Draws: 0 ===
=== player 1: 3076 | player 2: 189 | Draws: 0 ===
=== player 1: 3077 | player 2: 189 | Draws: 0 ===
=== player 1: 3078 | player 2: 189 | Draws: 0 ===
=== player 1: 3079 | player 2: 189 | Draws: 0 ===
=== player 1: 3080 | player 2: 189 | Draws: 0 ===
=== player 1: 3081 | player 2: 189 | Draws: 0 ===
=== player 1: 3082 | player 2: 189 | Draws: 0 ===
=== player 1: 3083 | player 2: 189 | Draws: 0 ===
=== player 1: 3084 | player 2: 189 | Draws: 0 ===
=== player 1: 3085 | player 2: 189 | Draws: 0 ===
=== player 1: 3086 | player 2: 189 | Draws: 0 ===
=== player 1: 3087 | player 2: 189 | Draws: 0 ===
=== player 1: 3088 | player 2: 189 | Draws: 0 ===
=== player 1: 3089 | player 2: 189 | Draws: 0 ===
=== player 1: 3090 | player 2: 189 | Draws: 0 ===
=== player 1: 3091 | player 2: 189 | Draws: 0 ===
=== player 1: 3092 | player 2: 189 | Draws: 0 ===
=== player 1: 3093 | player 2: 189 | Draws: 0 ===
=== player 1: 3094 | player 2: 189 | Draws: 0 ===
=== player 1: 3095 | player 2: 189 | Draws: 0 ===
=== player 1: 3096 | player 2: 189 | Draws: 0 ===
=== player 1: 3097 | player 2: 189 | Draws: 0 ===
=== player 1: 3098 | player 2: 189 | Draws: 0 ===
=== player 1: 3099 | player 2: 189 | Draws: 0 ===
=== player 1: 3100 | player 2: 189 | Draws: 0 ===
=== player 1: 3101 | player 2: 189 | Draws: 0 ===
=== player 1: 3102 | player 2: 189 | Draws: 0 ===
=== player 1: 3103 | player 2: 189 | Draws: 0 ===
=== player 1: 3104 | player 2: 189 | Draws: 0 ===
=== player 1: 3105 | player 2: 189 | Draws: 0 ===
=== player 1: 3106 | player 2: 189 | Draws: 0 ===
=== player 1: 3107 | player 2: 189 | Draws: 0 ===
=== player 1: 3108 | player 2: 189 | Draws: 0 ===
=== player 1: 3109 | player 2: 189 | Draws: 0 ===
=== player 1: 3110 | player 2: 189 | Draws: 0 ===
=== player 1: 3111 | player 2: 189 | Draws: 0 ===
=== player 1: 3112 | player 2: 189 | Draws: 0 ===
=== player 1: 3113 | player 2: 189 | Draws: 0 ===
=== player 1: 3114 | player 2: 189 | Draws: 0 ===
=== player 1: 3115 | player 2: 189 | Draws: 0 ===
=== player 1: 3116 | player 2: 189 | Draws: 0 ===
=== player 1: 3117 | player 2: 189 | Draws: 0 ===
=== player 1: 3118 | player 2: 189 | Draws: 0 ===
=== player 1: 3119 | player 2: 189 | Draws: 0 ===
=== player 1: 3120 | player 2: 189 | Draws: 0 ===
=== player 1: 3121 | player 2: 189 | Draws: 0 ===
=== player 1: 3122 | player 2: 189 | Draws: 0 ===
=== player 1: 3123 | player 2: 189 | Draws: 0 ===
=== player 1: 3124 | player 2: 189 | Draws: 0 ===
=== player 1: 3125 | player 2: 189 | Draws: 0 ===
=== player 1: 3126 | player 2: 189 | Draws: 0 ===
=== player 1: 3126 | player 2: 190 | Draws: 0 ===
=== player 1: 3127 | player 2: 190 | Draws: 0 ===
=== player 1: 3128 | player 2: 190 | Draws: 0 ===
=== player 1: 3129 | player 2: 190 | Draws: 0 ===
=== player 1: 3130 | player 2: 190 | Draws: 0 ===
=== player 1: 3131 | player 2: 190 | Draws: 0 ===
=== player 1: 3132 | player 2: 190 | Draws: 0 ===
=== player 1: 3133 | player 2: 190 | Draws: 0 ===
=== player 1: 3134 | player 2: 190 | Draws: 0 ===
=== player 1: 3135 | player 2: 190 | Draws: 0 ===
=== player 1: 3136 | player 2: 190 | Draws: 0 ===
=== player 1: 3137 | player 2: 190 | Draws: 0 ===
=== player 1: 3138 | player 2: 190 | Draws: 0 ===
=== player 1: 3139 | player 2: 190 | Draws: 0 ===
=== player 1: 3140 | player 2: 190 | Draws: 0 ===
=== player 1: 3141 | player 2: 190 | Draws: 0 ===
=== player 1: 3142 | player 2: 190 | Draws: 0 ===
=== player 1: 3143 | player 2: 190 | Draws: 0 ===
=== player 1: 3144 | player 2: 190 | Draws: 0 ===
=== player 1: 3145 | player 2: 190 | Draws: 0 ===
=== player 1: 3146 | player 2: 190 | Draws: 0 ===
=== player 1: 3147 | player 2: 190 | Draws: 0 ===
=== player 1: 3148 | player 2: 190 | Draws: 0 ===
=== player 1: 3149 | player 2: 190 | Draws: 0 ===
=== player 1: 3150 | player 2: 190 | Draws: 0 ===
=== player 1: 3151 | player 2: 190 | Draws: 0 ===
=== player 1: 3152 | player 2: 190 | Draws: 0 ===
=== player 1: 3153 | player 2: 190 | Draws: 0 ===
=== player 1: 3154 | player 2: 190 | Draws: 0 ===
=== player 1: 3154 | player 2: 191 | Draws: 0 ===
=== player 1: 3155 | player 2: 191 | Draws: 0 ===
=== player 1: 3156 | player 2: 191 | Draws: 0 ===
=== player 1: 3157 | player 2: 191 | Draws: 0 ===
=== player 1: 3158 | player 2: 191 | Draws: 0 ===
=== player 1: 3159 | player 2: 191 | Draws: 0 ===
=== player 1: 3160 | player 2: 191 | Draws: 0 ===
=== player 1: 3161 | player 2: 191 | Draws: 0 ===
=== player 1: 3162 | player 2: 191 | Draws: 0 ===
=== player 1: 3163 | player 2: 191 | Draws: 0 ===
=== player 1: 3164 | player 2: 191 | Draws: 0 ===
=== player 1: 3165 | player 2: 191 | Draws: 0 ===
=== player 1: 3166 | player 2: 191 | Draws: 0 ===
=== player 1: 3167 | player 2: 191 | Draws: 0 ===
=== player 1: 3168 | player 2: 191 | Draws: 0 ===
=== player 1: 3169 | player 2: 191 | Draws: 0 ===
=== player 1: 3170 | player 2: 191 | Draws: 0 ===
=== player 1: 3171 | player 2: 191 | Draws: 0 ===
=== player 1: 3172 | player 2: 191 | Draws: 0 ===
=== player 1: 3173 | player 2: 191 | Draws: 0 ===
=== player 1: 3174 | player 2: 191 | Draws: 0 ===
=== player 1: 3175 | player 2: 191 | Draws: 0 ===
=== player 1: 3176 | player 2: 191 | Draws: 0 ===
=== player 1: 3177 | player 2: 191 | Draws: 0 ===
=== player 1: 3178 | player 2: 191 | Draws: 0 ===
=== player 1: 3179 | player 2: 191 | Draws: 0 ===
=== player 1: 3180 | player 2: 191 | Draws: 0 ===
=== player 1: 3181 | player 2: 191 | Draws: 0 ===
=== player 1: 3182 | player 2: 191 | Draws: 0 ===
=== player 1: 3183 | player 2: 191 | Draws: 0 ===
=== player 1: 3184 | player 2: 191 | Draws: 0 ===
=== player 1: 3185 | player 2: 191 | Draws: 0 ===
